Batch #,E,MarsenneTwisterPRTG,batch size = 1
1,0.0,16.35338345864662
2,12.5,20.48872180451128
3,18.23308270676692,26.31578947368421
4,25.0,34.304511278195484
5,32.89473684210527,39.19172932330827
6,38.53383458646616,41.35338345864661
7,44.266917293233085,41.44736842105263
8,50.09398496240601,44.83082706766917
9,55.545112781954884,45.95864661654135
10,56.954887218045116,49.24812030075188
11,61.8421052631579,49.62406015037594
12,62.68796992481202,50.93984962406015
13,64.28571428571429,54.41729323308271
14,67.29323308270678,55.45112781954887
15,69.3609022556391,56.109022556390975
16,71.33458646616542,60.43233082706767
17,73.21428571428571,61.09022556390977
18,74.90601503759399,63.721804511278194
19,76.78571428571429,66.9172932330827
20,78.1015037593985,67.10526315789474
21,78.1015037593985,71.42857142857143
22,78.1015037593985,71.61654135338345
23,78.1015037593985,71.61654135338345
24,78.19548872180451,72.83834586466166
25,78.19548872180451,76.50375939849624
